RADIO_REF_ID,FRAC_REF_ID,IDRADIO
1,1,01
2,2,01
3,2,02
4,2,03
5,2,04
6,2,05
7,2,06
8,2,07
9,2,08
10,2,09
11,2,10
12,2,11
13,2,12
14,2,13
15,2,14
16,2,15
17,2,16
18,2,17
19,2,18
20,2,19
21,3,01
22,3,02
23,3,03
24,3,04
25,3,05
26,3,06
27,3,07
28,3,08
29,3,09
30,3,10
31,3,11
32,3,12
33,3,13
34,3,14
35,3,15
36,3,16
37,3,17
38,3,18
39,3,19
40,3,20
41,3,21
42,3,22
43,3,23
44,4,01
45,4,02
46,4,03
47,4,04
48,4,05
49,4,06
50,4,07
51,4,08
52,5,01
53,5,02
54,5,03
55,5,04
56,5,05
57,5,06
58,5,07
59,6,01
60,6,02
61,6,03
62,6,04
63,6,05
64,6,06
65,6,07
66,6,08
67,6,09
68,6,10
69,7,01
70,7,02
71,7,03
72,7,04
73,7,05
74,7,06
75,7,07
76,7,08
77,7,09
78,7,10
79,7,11
80,7,12
81,7,13
82,8,01
83,8,02
84,8,03
85,8,04
86,8,05
87,8,06
88,8,07
89,8,08
90,8,09
91,8,10
92,9,01
93,9,02
94,9,03
95,9,04
96,9,05
97,9,06
98,9,07
99,9,08
100,9,09
101,9,10
102,9,11
103,9,12
104,9,13
105,9,14
106,9,15
107,9,16
108,9,17
109,9,18
110,9,19
111,10,01
112,10,02
113,10,03
114,10,04
115,10,05
116,10,06
117,10,07
118,10,08
119,10,09
120,10,10
121,10,11
122,10,12
123,10,13
124,10,14
125,11,01
126,11,02
127,11,03
128,11,04
129,11,05
130,11,06
131,11,07
132,11,08
133,11,09
134,11,10
135,11,11
136,11,12
137,11,13
138,11,14
139,12,01
140,12,02
141,12,03
142,12,04
143,12,05
144,12,06
145,12,07
146,12,08
147,12,09
148,12,10
149,12,11
150,12,12
151,13,01
152,13,02
153,13,03
154,13,04
155,13,05
156,13,06
157,13,07
158,13,08
159,13,09
160,13,10
161,13,11
162,13,12
163,13,13
164,13,14
166,14,01
167,14,02
168,14,03
169,14,04
170,14,05
171,14,06
172,14,07
173,14,08
174,14,09
175,14,10
176,14,11
177,14,12
178,15,01
179,15,02
180,15,03
181,15,04
182,15,05
183,15,06
184,15,07
185,15,08
186,15,09
187,15,10
188,15,11
189,16,01
190,16,02
191,16,03
192,16,04
193,16,05
194,16,06
195,16,07
196,16,08
197,16,09
198,16,10
199,16,11
200,16,12
201,17,01
202,17,02
203,17,03
204,17,04
205,17,05
206,17,06
207,17,07
208,17,08
209,17,09
210,17,10
211,17,11
212,18,01
213,18,02
214,18,03
215,18,04
216,18,05
217,18,06
218,18,07
219,18,08
220,18,09
221,19,01
222,19,02
223,19,03
224,19,04
225,19,05
226,19,06
227,19,07
228,19,08
229,19,09
230,20,01
231,20,02
232,20,03
233,20,04
234,20,05
235,20,06
236,20,07
237,20,08
238,20,09
239,20,10
240,21,01
241,21,02
242,21,03
243,21,04
244,21,05
245,21,06
246,21,07
247,21,08
248,21,09
249,21,10
250,22,01
251,22,02
252,22,03
253,22,04
254,22,05
255,22,06
256,22,07
257,22,08
258,22,09
259,22,10
260,23,01
261,23,02
262,23,03
263,23,04
264,23,05
265,23,06
266,23,07
267,23,08
268,23,09
269,23,10
270,24,01
271,24,02
272,24,03
273,24,04
274,24,05
275,24,06
276,24,07
277,24,08
278,25,01
279,25,02
280,25,03
281,25,04
282,25,05
283,25,06
284,25,07
285,25,08
286,25,09
287,25,10
288,25,11
289,26,01
290,26,02
291,26,03
292,26,04
293,26,05
294,26,06
295,26,07
296,26,08
297,26,09
298,27,01
299,27,02
300,27,03
301,27,04
302,27,05
303,27,06
304,27,07
305,27,08
306,27,09
307,27,10
308,28,01
309,28,02
310,28,03
311,28,04
312,28,05
313,28,06
314,28,07
315,28,08
316,28,09
317,28,10
318,28,11
319,28,12
320,28,13
321,29,01
322,29,02
323,29,03
324,29,04
325,29,05
326,29,06
327,29,07
328,29,08
329,29,09
330,30,01
331,30,02
332,31,01
333,31,02
334,31,03
335,31,04
336,31,05
337,31,06
338,31,07
339,31,08
340,32,01
341,32,02
342,32,03
343,32,04
344,32,05
345,32,06
346,32,07
347,32,08
348,33,01
349,33,02
350,33,03
351,33,04
352,33,05
353,33,06
354,33,07
355,33,08
356,33,09
357,33,10
358,34,01
359,34,02
360,34,03
361,34,04
362,34,05
363,34,06
364,34,07
365,34,08
366,34,09
367,35,01
368,35,02
369,35,03
370,35,04
371,35,05
372,35,06
373,35,07
374,35,08
375,35,09
376,35,10
377,36,01
378,36,02
379,36,03
380,36,04
381,36,05
382,36,06
383,36,07
384,36,08
385,36,09
386,37,01
387,37,02
388,37,03
389,37,04
390,37,05
391,37,06
392,37,07
393,37,08
394,38,01
395,38,02
396,38,03
397,38,04
398,38,05
399,38,06
400,38,07
401,38,08
402,38,09
403,39,01
404,39,02
405,39,03
406,39,04
407,39,05
408,39,06
409,39,07
410,39,08
411,39,09
412,40,01
413,40,02
414,40,03
415,40,04
416,40,05
417,40,06
418,41,01
419,41,02
420,41,03
421,41,04
422,41,05
423,41,06
424,42,01
425,42,02
426,42,03
427,42,04
428,42,05
429,42,06
430,42,07
431,43,01
432,43,02
433,43,03
434,43,04
435,43,05
436,43,06
437,43,07
438,43,08
439,43,09
440,43,10
441,44,01
442,44,02
443,44,03
444,44,04
445,44,05
446,44,06
447,44,07
448,44,08
449,45,01
450,45,02
451,45,03
452,45,04
453,45,05
454,45,06
455,45,07
456,45,08
457,46,01
458,46,02
459,46,03
460,46,04
461,46,05
462,46,06
463,46,07
464,46,08
465,46,09
466,47,01
467,47,02
468,47,03
469,47,04
470,47,05
471,47,06
472,47,07
473,47,08
474,48,01
475,48,02
476,48,03
477,48,04
478,48,05
479,48,06
480,48,07
481,48,08
482,49,01
483,49,02
484,49,03
485,49,04
486,49,05
487,49,06
488,49,07
489,49,08
490,50,01
491,50,02
492,50,03
493,50,04
494,50,05
495,50,06
496,51,01
497,51,02
498,51,03
499,51,04
500,51,05
501,51,06
502,52,01
503,52,02
504,52,03
505,52,04
506,52,05
507,52,06
508,52,07
509,52,08
510,52,09
511,53,01
512,53,02
513,53,03
514,53,04
515,53,05
516,53,06
517,54,01
518,54,02
519,54,03
520,54,04
521,54,05
522,54,06
523,54,07
524,54,08
525,54,09
526,54,10
527,54,11
528,55,01
529,55,02
530,55,03
531,55,04
532,55,05
533,55,06
534,55,07
535,55,08
536,55,09
537,55,10
538,55,11
539,56,01
540,56,02
541,56,03
542,56,04
543,56,05
544,56,06
545,56,07
546,56,08
547,56,09
548,56,10
549,56,11
550,56,12
551,57,01
552,57,02
553,57,03
554,57,04
555,57,05
556,57,06
557,57,07
558,57,08
559,57,09
560,57,10
561,57,11
562,58,01
563,58,02
564,58,03
565,58,04
566,58,05
567,58,06
568,58,07
569,58,08
570,59,01
571,59,02
572,59,03
573,59,04
574,59,05
575,59,06
576,59,07
577,60,01
578,60,02
579,60,03
580,60,04
581,60,05
582,60,06
583,60,07
584,61,01
585,61,02
586,61,03
587,61,04
588,61,05
589,61,06
590,61,07
591,61,08
592,61,09
593,62,01
594,62,02
595,62,03
596,62,04
597,62,05
598,62,06
599,62,07
600,62,08
601,62,09
602,62,10
603,63,01
604,63,02
605,63,03
606,63,04
607,63,05
608,63,06
609,63,07
610,63,08
611,63,09
612,63,10
613,64,01
614,64,02
615,64,03
616,64,04
617,64,05
618,64,06
619,64,07
620,64,08
621,65,01
622,65,02
623,65,03
624,65,04
625,65,05
626,65,06
627,65,07
628,65,08
629,66,01
630,66,02
631,66,03
632,66,04
633,66,05
634,66,06
635,66,07
636,66,08
637,66,09
638,66,10
639,67,01
640,67,02
641,67,03
642,67,04
643,67,05
644,67,06
645,67,07
646,67,08
647,67,09
648,67,10
649,67,11
650,68,01
651,68,02
652,68,03
653,68,04
654,68,05
655,68,06
656,68,07
657,68,08
658,68,09
659,68,10
660,69,01
661,69,02
662,69,03
663,69,04
664,69,05
665,69,06
666,69,07
667,69,08
668,69,09
669,70,01
670,70,02
671,70,03
672,70,04
673,70,05
674,70,06
675,70,07
676,70,08
677,70,09
678,71,01
679,71,02
680,71,03
681,71,04
682,71,05
683,71,06
684,71,07
685,71,08
686,71,09
687,72,01
688,72,02
689,72,03
690,72,04
691,72,05
692,72,06
693,72,07
694,72,08
695,72,09
696,72,10
697,72,11
698,73,01
699,73,02
700,73,03
701,73,04
702,73,05
703,73,06
704,73,07
705,73,08
706,73,09
707,73,10
708,74,01
709,74,02
710,74,03
711,74,04
712,74,05
713,74,06
714,74,07
715,74,08
716,74,09
717,74,10
718,74,11
719,75,01
720,75,02
721,75,03
722,75,04
723,75,05
724,75,06
725,75,07
726,75,08
727,75,09
728,75,10
729,76,01
730,76,02
731,76,03
732,76,04
733,76,05
734,76,06
735,76,07
736,76,08
737,76,09
738,77,01
739,77,02
740,77,03
741,77,04
742,77,05
743,77,06
744,77,07
745,77,08
746,77,09
747,77,10
748,78,01
749,78,02
750,78,03
751,78,04
752,78,05
753,78,06
754,78,07
755,78,08
756,78,09
757,79,01
758,79,02
759,79,03
760,79,04
761,79,05
762,79,06
763,79,07
764,79,08
765,79,09
766,80,01
767,80,02
768,80,03
769,80,04
770,80,05
771,80,06
772,80,07
773,80,08
774,80,09
775,81,01
776,81,02
777,81,03
778,81,04
779,81,05
780,81,06
781,81,07
782,82,01
783,82,02
784,82,03
785,82,04
786,82,05
787,82,06
788,82,07
789,82,08
790,82,09
791,82,10
792,82,11
793,82,12
794,82,13
795,82,14
796,83,01
797,83,02
798,83,03
799,83,04
800,83,05
801,83,06
802,83,07
803,83,08
804,83,09
805,83,10
806,84,01
807,84,02
808,84,03
809,84,04
810,84,05
811,84,06
812,84,07
813,84,08
814,84,09
815,84,10
816,84,11
817,84,12
818,84,13
819,85,01
820,85,02
821,85,03
822,85,04
823,85,05
824,85,06
825,85,07
826,85,08
827,85,09
828,85,10
829,85,11
830,86,01
831,86,02
832,86,03
833,86,04
834,86,05
835,86,06
836,86,07
837,86,08
838,86,09
839,86,10
840,86,11
841,87,01
842,87,02
843,87,03
844,87,04
845,87,05
846,87,06
847,87,07
848,87,08
849,87,09
850,87,10
851,87,11
852,88,01
853,88,02
854,88,03
855,88,04
856,88,05
857,88,06
858,88,07
859,88,08
860,88,09
861,88,10
862,88,11
863,88,12
864,89,01
865,89,02
866,89,03
867,89,04
868,89,05
869,89,06
870,89,07
871,89,08
872,89,09
873,89,10
874,89,11
875,90,01
876,90,02
877,90,03
878,90,04
879,90,05
880,90,06
881,90,07
882,91,01
883,91,02
884,91,03
885,91,04
886,91,05
887,91,06
888,91,07
889,91,08
890,91,09
891,92,01
892,92,02
893,92,03
894,92,04
895,92,05
896,92,06
897,92,07
898,92,08
899,92,09
900,93,01
901,93,02
902,93,03
903,93,04
904,93,05
905,93,06
906,93,07
907,93,08
908,93,09
909,93,10
910,93,11
911,93,12
912,94,01
913,94,02
914,94,03
915,94,04
916,94,05
917,94,06
918,94,07
919,94,08
920,94,09
921,94,10
922,94,11
923,95,01
924,95,02
925,95,03
926,95,04
927,95,05
928,95,06
929,95,07
930,95,08
931,95,09
932,96,01
933,96,02
934,96,03
935,96,04
936,96,05
937,96,06
938,96,07
939,96,08
940,96,09
941,96,10
942,97,01
943,97,02
944,97,03
945,97,04
946,97,05
947,97,06
948,97,07
949,97,08
950,97,09
951,97,10
952,98,01
953,98,02
954,98,03
955,98,04
956,98,05
957,98,06
958,98,07
959,98,08
960,98,09
961,98,10
962,99,01
963,100,01
964,100,02
965,100,03
966,100,04
967,100,05
968,100,06
969,100,07
970,100,08
971,100,09
972,100,10
973,101,01
974,101,02
975,101,03
976,101,04
977,101,05
978,101,06
979,101,07
980,101,08
981,101,09
982,101,10
983,101,11
984,101,12
985,102,01
986,102,02
987,102,03
988,102,04
989,102,05
990,102,06
991,102,07
992,102,08
993,102,09
994,102,10
995,102,11
996,102,12
997,103,01
998,103,02
999,103,03
1000,103,04
1001,103,05
1002,103,06
1003,103,07
1004,103,08
1005,103,09
1006,103,10
1007,103,11
1008,103,12
1009,104,01
1010,104,02
1011,104,03
1012,104,04
1013,104,05
1014,104,06
1015,104,07
1016,104,08
1017,104,09
1018,104,10
1019,104,11
1020,104,12
1021,105,01
1022,105,02
1023,105,03
1024,105,04
1025,105,05
1026,105,06
1027,106,01
1028,106,02
1029,106,03
1030,106,04
1031,107,01
1032,107,02
1033,107,03
1034,108,01
1035,108,02
1036,108,03
1037,108,04
1038,108,05
1039,108,06
1040,108,07
1041,108,08
1042,108,09
1043,108,10
1044,109,01
1045,109,02
1046,109,03
1047,109,04
1048,109,05
1049,109,06
1050,109,07
1051,109,08
1052,109,09
1053,109,10
1054,109,11
1055,110,01
1056,110,02
1057,110,03
1058,110,04
1059,110,05
1060,110,06
1061,110,07
1062,110,08
1063,110,09
1064,110,10
1065,110,11
1066,111,01
1067,111,02
1068,111,03
1069,111,04
1070,111,05
1071,111,06
1072,111,07
1073,111,08
1074,111,09
1075,112,01
1076,112,02
1077,112,03
1078,112,04
1079,112,05
1080,112,06
1081,112,07
1082,112,08
1083,113,01
1084,113,02
1085,113,03
1086,113,04
1087,113,05
1088,113,06
1089,113,07
1090,113,08
1091,114,01
1092,114,02
1093,114,03
1094,114,04
1095,114,05
1096,114,06
1097,114,07
1098,114,08
1099,115,01
1100,115,02
1101,115,03
1102,115,04
1103,115,05
1104,115,06
1105,115,07
1106,115,08
1107,115,09
1108,116,01
1109,116,02
1110,116,03
1111,116,04
1112,116,05
1113,116,06
1114,116,07
1115,116,08
1116,116,09
1117,116,10
1118,117,01
1119,117,02
1120,117,03
1121,117,04
1122,117,05
1123,117,06
1124,117,07
1125,117,08
1126,117,09
1127,117,10
1128,118,01
1129,118,02
1130,118,03
1131,118,04
1132,118,05
1133,118,06
1134,118,07
1135,118,08
1136,118,09
1137,118,10
1138,119,01
1139,119,02
1140,119,03
1141,119,04
1142,119,05
1143,119,06
1144,119,07
1145,120,01
1146,120,02
1147,120,03
1148,120,04
1149,120,05
1150,120,06
1151,120,07
1152,120,08
1153,120,09
1154,121,01
1155,121,02
1156,121,03
1157,121,04
1158,121,05
1159,121,06
1160,121,07
1161,121,08
1162,121,09
1163,122,01
1164,122,02
1165,122,03
1166,122,04
1167,122,05
1168,122,06
1169,122,07
1170,122,08
1171,122,09
1172,123,01
1173,123,02
1174,123,03
1175,123,04
1176,123,05
1177,123,06
1178,123,07
1179,123,08
1180,123,09
1181,123,10
1182,123,11
1183,124,01
1184,124,02
1185,124,03
1186,124,04
1187,124,05
1188,124,06
1189,124,07
1190,124,08
1191,124,09
1192,124,10
1193,124,11
1194,125,01
1195,125,02
1196,125,03
1197,125,04
1198,125,05
1199,125,06
1200,125,07
1201,125,08
1202,125,09
1203,125,10
1204,125,11
1205,126,01
1206,126,02
1207,126,03
1208,126,04
1209,126,05
1210,126,06
1211,126,07
1212,126,08
1213,126,09
1214,126,10
1215,126,11
1216,127,01
1217,127,02
1218,127,03
1219,127,04
1220,127,05
1221,127,06
1222,127,07
1223,127,08
1224,127,09
1225,127,10
1226,127,11
1227,127,12
1228,128,01
1229,128,02
1230,128,03
1231,128,04
1232,128,05
1233,128,06
1234,128,07
1235,128,08
1236,128,09
1237,128,10
1238,128,11
1239,129,01
1240,129,02
1241,129,03
1242,129,04
1243,129,05
1244,129,06
1245,129,07
1246,129,08
1247,129,09
1248,129,10
1249,129,11
1250,129,12
1251,129,13
1252,130,01
1253,130,02
1254,130,03
1255,130,04
1256,130,05
1257,130,06
1258,130,07
1259,130,08
1260,130,09
1261,130,10
1262,130,11
1263,130,12
1264,131,01
1265,131,02
1266,131,03
1267,131,04
1268,131,05
1269,131,06
1270,131,07
1271,131,08
1272,131,09
1273,131,10
1274,131,11
1275,132,01
1276,132,02
1277,132,03
1278,132,04
1279,132,05
1280,132,06
1281,132,07
1282,132,08
1283,132,09
1284,132,10
1285,133,01
1286,133,02
1287,133,03
1288,133,04
1289,133,05
1290,133,06
1291,133,07
1292,133,08
1293,133,09
1294,133,10
1295,133,11
1296,134,01
1297,134,02
1298,134,03
1299,134,04
1300,134,05
1301,134,06
1302,134,07
1303,134,08
1304,134,09
1305,134,10
1306,134,11
1307,134,12
1308,135,01
1309,135,02
1310,135,03
1311,135,04
1312,135,05
1313,135,06
1314,135,07
1315,135,08
1316,135,09
1317,136,01
1318,136,02
1319,136,03
1320,136,04
1321,136,05
1322,136,06
1323,136,07
1324,136,08
1325,136,09
1326,136,10
1327,136,11
1328,136,12
1329,136,13
1330,137,01
1331,137,02
1332,137,03
1333,137,04
1334,137,05
1335,137,06
1336,137,07
1337,137,08
1338,137,09
1339,137,10
1340,138,01
1341,138,02
1342,138,03
1343,138,04
1344,138,05
1345,138,06
1346,138,07
1347,138,08
1348,138,09
1349,138,10
1350,139,01
1351,139,02
1352,139,03
1353,139,04
1354,139,05
1355,139,06
1356,139,07
1357,139,08
1358,139,09
1359,139,10
1360,140,01
1361,140,02
1362,140,03
1363,140,04
1364,140,05
1365,140,06
1366,140,07
1367,140,08
1368,140,09
1369,140,10
1370,141,01
1371,141,02
1372,141,03
1373,141,04
1374,141,05
1375,141,06
1376,141,07
1377,141,08
1378,141,09
1379,141,10
1380,141,11
1381,141,12
1382,142,01
1383,142,02
1384,142,03
1385,142,04
1386,142,05
1387,142,06
1388,142,07
1389,142,08
1390,142,09
1391,143,01
1392,143,02
1393,143,03
1394,143,04
1395,143,05
1396,143,06
1397,143,07
1398,143,08
1399,143,09
1400,143,10
1401,144,01
1402,144,02
1403,144,03
1404,144,04
1405,144,05
1406,144,06
1407,144,07
1408,144,08
1409,144,09
1410,144,10
1411,145,01
1412,145,02
1413,145,03
1414,145,04
1415,145,05
1416,145,06
1417,145,07
1418,145,08
1419,145,09
1420,145,10
1421,145,11
1422,146,01
1423,146,02
1424,146,03
1425,146,04
1426,146,05
1427,146,06
1428,146,07
1429,147,01
1430,147,02
1431,147,03
1432,147,04
1433,147,05
1434,147,06
1435,147,07
1436,147,08
1437,147,09
1438,148,01
1439,148,02
1440,148,03
1441,148,04
1442,148,05
1443,148,06
1444,148,07
1445,148,08
1446,149,01
1447,149,02
1448,149,03
1449,149,04
1450,149,05
1451,149,06
1452,149,07
1453,149,08
1454,149,09
1455,149,10
1456,150,01
1457,150,02
1458,150,03
1459,150,04
1460,150,05
1461,150,06
1462,150,07
1463,150,08
1464,150,09
1465,150,10
1466,150,11
1467,151,01
1468,151,02
1469,151,03
1470,151,04
1471,151,05
1472,151,06
1473,151,07
1474,151,08
1475,151,09
1476,151,10
1477,152,01
1478,152,02
1479,152,03
1480,152,04
1481,152,05
1482,152,06
1483,152,07
1484,152,08
1485,152,09
1486,153,01
1487,153,02
1488,153,03
1489,153,04
1490,153,05
1491,153,06
1492,153,07
1493,153,08
1494,153,09
1495,153,10
1496,154,01
1497,154,02
1498,154,03
1499,154,04
1500,154,05
1501,154,06
1502,154,07
1503,154,08
1504,154,09
1505,154,10
1506,155,01
1507,155,02
1508,155,03
1509,155,04
1510,155,05
1511,155,06
1512,155,07
1513,155,08
1514,155,09
1515,156,01
1516,156,02
1517,156,03
1518,156,04
1519,156,05
1520,156,06
1521,156,07
1522,156,08
1523,156,09
1524,157,01
1525,157,02
1526,157,03
1527,157,04
1528,157,05
1529,157,06
1530,157,07
1531,157,08
1532,157,09
1533,157,10
1534,157,11
1535,158,01
1536,158,02
1537,158,03
1538,158,04
1539,158,05
1540,158,06
1541,158,07
1542,158,08
1543,159,01
1544,159,02
1545,159,03
1546,159,04
1547,159,05
1548,159,06
1549,159,07
1550,159,08
1551,159,09
1552,159,10
1553,159,11
1554,160,01
1555,160,02
1556,160,03
1557,160,04
1558,160,05
1559,160,06
1560,160,07
1561,160,08
1562,160,09
1563,160,10
1564,161,01
1565,161,02
1566,161,03
1567,161,04
1568,161,05
1569,161,06
1570,161,07
1571,161,08
1572,161,09
1573,161,10
1574,162,01
1575,162,02
1576,162,03
1577,162,04
1578,162,05
1579,162,06
1580,162,07
1581,162,08
1582,162,09
1583,163,01
1584,163,02
1585,163,03
1586,163,04
1587,163,05
1588,163,06
1589,163,07
1590,163,08
1591,163,09
1592,163,10
1593,163,11
1594,163,12
1595,163,13
1596,163,14
1597,163,15
1598,164,01
1599,164,02
1600,164,03
1601,164,04
1602,164,05
1603,164,06
1604,164,07
1605,164,08
1606,164,09
1607,164,10
1608,164,11
1609,164,12
1610,164,13
1611,165,01
1612,165,02
1613,165,03
1614,165,04
1615,165,05
1616,165,06
1617,165,07
1618,165,08
1619,165,09
1620,165,10
1621,165,11
1622,166,01
1623,166,02
1624,166,03
1625,166,04
1626,166,05
1627,166,06
1628,166,07
1629,166,08
1630,166,09
1631,167,01
1632,167,02
1633,167,03
1634,167,04
1635,167,05
1636,167,06
1637,167,07
1638,167,08
1639,167,09
1640,167,10
1641,167,11
1642,168,01
1643,168,02
1644,168,03
1645,168,04
1646,168,05
1647,168,06
1648,168,07
1649,168,08
1650,168,09
1651,168,10
1652,168,11
1653,169,01
1654,169,02
1655,169,03
1656,169,04
1657,169,05
1658,169,06
1659,170,01
1660,170,02
1661,170,03
1662,170,04
1663,170,05
1664,170,06
1665,170,07
1666,170,08
1667,170,09
1668,170,10
1669,170,11
1670,170,12
1671,170,13
1672,171,01
1673,171,02
1674,171,03
1675,171,04
1676,171,05
1677,171,06
1678,171,07
1679,171,08
1680,171,09
1681,171,10
1682,171,11
1683,171,12
1684,172,01
1685,172,02
1686,172,03
1687,172,04
1688,172,05
1689,172,06
1690,172,07
1691,172,08
1692,172,09
1693,172,10
1694,172,11
1695,172,12
1696,172,13
1697,173,01
1698,173,02
1699,173,03
1700,173,04
1701,173,05
1702,173,06
1703,173,07
1704,173,08
1705,173,09
1706,174,01
1707,174,02
1708,174,03
1709,174,04
1710,174,05
1711,174,06
1712,174,07
1713,174,08
1714,174,09
1715,174,10
1716,174,11
1717,175,01
1718,175,02
1719,175,03
1720,175,04
1721,175,05
1722,175,06
1723,175,07
1724,175,08
1725,175,09
1726,175,10
1727,175,11
1728,175,12
1729,176,01
1730,176,02
1731,176,03
1732,176,04
1733,176,05
1734,176,06
1735,176,07
1736,176,08
1737,176,09
1738,176,10
1739,177,01
1740,177,02
1741,177,03
1742,177,04
1743,177,05
1744,177,06
1745,177,07
1746,177,08
1747,177,09
1748,177,10
1749,178,01
1750,178,02
1751,178,03
1752,178,04
1753,178,05
1754,178,06
1755,178,07
1756,178,08
1757,178,09
1758,178,10
1759,178,11
1760,179,01
1761,179,02
1762,179,03
1763,179,04
1764,179,05
1765,179,06
1766,179,07
1767,179,08
1768,179,09
1769,179,10
1770,179,11
1771,180,01
1772,180,02
1773,180,03
1774,180,04
1775,180,05
1776,180,06
1777,180,07
1778,180,08
1779,180,09
1780,180,10
1781,180,11
1782,181,01
1783,181,02
1784,181,03
1785,181,04
1786,181,05
1787,181,06
1788,181,07
1789,181,08
1790,181,09
1791,181,10
1792,181,11
1793,181,12
1794,181,13
1795,181,14
1796,182,01
1797,182,02
1798,182,03
1799,182,04
1800,182,05
1801,182,06
1802,182,07
1803,182,08
1804,182,09
1805,182,10
1806,182,11
1807,183,01
1808,183,02
1809,183,03
1810,183,04
1811,183,05
1812,183,06
1813,183,07
1814,183,08
1815,183,09
1816,184,01
1817,184,02
1818,184,03
1819,184,04
1820,184,05
1821,184,06
1822,184,07
1823,184,08
1824,185,01
1825,185,02
1826,185,03
1827,185,04
1828,185,05
1829,186,01
1830,186,02
1831,186,03
1832,186,04
1833,186,05
1834,186,06
1835,186,07
1836,187,01
1837,187,02
1838,187,03
1839,187,04
1840,187,05
1841,187,06
1842,187,07
1843,187,08
1844,188,01
1845,188,02
1846,188,03
1847,188,04
1848,188,05
1849,188,06
1850,188,07
1851,188,08
1852,188,09
1853,188,10
1854,189,01
1855,189,02
1856,189,03
1857,189,04
1858,189,05
1859,189,06
