RADIO_REF_ID,FRAC_REF_ID,IDRADIO
1860,189,07
1861,189,08
1862,189,09
1863,189,10
1864,190,01
1865,190,02
1866,190,03
1867,190,04
1868,190,05
1869,190,06
1870,190,07
1871,190,08
1872,190,09
1873,190,10
1874,191,01
1875,191,02
1876,191,03
1877,191,04
1878,191,05
1879,192,01
1880,192,02
1881,192,03
1882,192,04
1883,192,05
1884,192,06
1885,192,07
1886,192,08
1887,192,09
1888,193,01
1889,193,02
1890,193,03
1891,193,04
1892,193,05
1893,193,06
1894,193,07
1895,193,08
1896,193,09
1897,193,10
1898,193,11
1899,193,12
1900,194,01
1901,194,02
1902,194,03
1903,194,04
1904,194,05
1905,194,06
1906,194,07
1907,194,08
1908,194,09
1909,194,10
1910,194,11
1911,194,12
1912,194,13
1913,195,01
1914,195,02
1915,195,03
1916,195,04
1917,195,05
1918,195,06
1919,195,07
1920,195,08
1921,195,09
1922,195,10
1923,195,11
1924,196,01
1925,196,02
1926,196,03
1927,196,04
1928,196,05
1929,196,06
1930,196,07
1931,196,08
1932,196,09
1933,196,10
1934,196,11
1935,197,01
1936,197,02
1937,197,03
1938,197,04
1939,197,05
1940,197,06
1941,197,07
1942,197,08
1943,197,09
1944,197,10
1945,197,11
1946,197,12
1947,198,01
1948,198,02
1949,198,03
1950,198,04
1951,198,05
1952,198,06
1953,198,07
1954,198,08
1955,198,09
1956,198,10
1957,198,11
1958,198,12
1959,198,13
1960,198,14
1961,199,01
1962,199,02
1963,199,03
1964,199,04
1965,199,05
1966,199,06
1967,199,07
1968,199,08
1969,199,09
1970,199,10
1971,199,11
1972,199,12
1973,199,13
1974,200,01
1975,200,02
1976,200,03
1977,200,04
1978,200,05
1979,200,06
1980,200,07
1981,200,08
1982,200,09
1983,200,10
1984,200,11
1985,200,12
1986,200,13
1987,200,14
1988,201,01
1989,201,02
1990,201,03
1991,201,04
1992,201,05
1993,201,06
1994,201,07
1995,201,08
1996,201,09
1997,201,10
1998,201,11
1999,201,12
2000,202,01
2001,202,02
2002,202,03
2003,202,04
2004,202,05
2005,202,06
2006,202,07
2007,202,08
2008,202,09
2009,202,10
2010,202,11
2011,202,12
2012,203,01
2013,203,02
2014,203,03
2015,203,04
2016,203,05
2017,203,06
2018,203,07
2019,203,08
2020,203,09
2021,203,10
2022,203,11
2023,203,12
2024,204,01
2025,204,02
2026,204,03
2027,204,04
2028,204,05
2029,204,06
2030,204,07
2031,205,01
2032,205,02
2033,205,03
2034,205,04
2035,205,05
2036,205,06
2037,205,07
2038,205,08
2039,205,09
2040,205,10
2041,206,01
2042,206,02
2043,206,03
2044,206,04
2045,206,05
2046,206,06
2047,206,07
2048,206,08
2049,206,09
2050,206,10
2051,206,11
2052,207,01
2053,207,02
2054,207,03
2055,207,04
2056,207,05
2057,207,06
2058,207,07
2059,207,08
2060,207,09
2061,207,10
2062,207,11
2063,207,12
2064,207,13
2065,208,01
2066,208,02
2067,208,03
2068,208,04
2069,208,05
2070,208,06
2071,208,07
2072,208,08
2073,209,01
2074,209,02
2075,209,03
2076,209,04
2077,209,05
2078,209,06
2079,209,07
2080,209,08
2081,210,01
2082,210,02
2083,210,03
2084,210,04
2085,210,05
2086,210,06
2087,210,07
2088,210,08
2089,211,01
2090,211,02
2091,211,03
2092,211,04
2093,211,05
2094,211,06
2095,211,07
2096,211,08
2097,211,09
2098,212,01
2099,212,02
2100,212,03
2101,212,04
2102,212,05
2103,212,06
2104,212,07
2105,212,08
2106,212,09
2107,212,10
2108,212,11
2109,212,12
2110,212,13
2111,212,14
2112,213,01
2113,213,02
2114,213,03
2115,213,04
2116,213,05
2117,213,06
2118,213,07
2119,213,08
2120,213,09
2121,213,10
2122,213,11
2123,213,12
2124,213,13
2125,214,01
2126,214,02
2127,214,03
2128,214,04
2129,214,05
2130,214,06
2131,214,07
2132,214,08
2133,214,09
2134,214,10
2135,215,01
2136,215,02
2137,215,03
2138,215,04
2139,215,05
2140,215,06
2141,215,07
2142,215,08
2143,215,09
2144,216,01
2145,216,02
2146,216,03
2147,216,04
2148,216,05
2149,216,06
2150,216,07
2151,216,08
2152,216,09
2153,216,10
2154,217,01
2155,217,02
2156,217,03
2157,217,04
2158,217,05
2159,217,06
2160,217,07
2161,217,08
2162,217,09
2163,217,10
2164,217,11
2165,217,12
2166,218,01
2167,218,02
2168,218,03
2169,218,04
2170,218,05
2171,218,06
2172,218,07
2173,218,08
2174,218,09
2175,218,10
2176,218,11
2177,219,01
2178,219,02
2179,219,03
2180,219,04
2181,219,05
2182,219,06
2183,219,07
2184,219,08
2185,219,09
2186,219,10
2187,220,01
2188,220,02
2189,220,03
2190,220,04
2191,220,05
2192,220,06
2193,220,07
2194,220,08
2195,220,09
2196,220,10
2197,220,11
2198,220,12
2199,221,01
2200,221,02
2201,221,03
2202,221,04
2203,221,05
2204,221,06
2205,221,07
2206,221,08
2207,221,09
2208,221,10
2209,221,11
2210,222,01
2211,222,02
2212,222,03
2213,222,04
2214,222,05
2215,222,06
2216,222,07
2217,222,08
2218,222,09
2219,223,01
2220,223,02
2221,223,03
2222,223,04
2223,223,05
2224,223,06
2225,223,07
2226,223,08
2227,223,09
2228,224,01
2229,224,02
2230,224,03
2231,224,04
2232,224,05
2233,224,06
2234,224,07
2235,224,08
2236,224,09
2237,224,10
2238,225,01
2239,225,02
2240,225,03
2241,225,04
2242,225,05
2243,225,06
2244,225,07
2245,225,08
2246,225,09
2247,225,10
2248,225,11
2249,225,12
2250,226,01
2251,226,02
2252,226,03
2253,226,04
2254,226,05
2255,226,06
2256,226,07
2257,226,08
2258,226,09
2259,226,10
2260,226,11
2261,226,12
2262,227,01
2263,227,02
2264,227,03
2265,227,04
2266,227,05
2267,227,06
2268,227,07
2269,227,08
2270,227,09
2271,227,10
2272,227,11
2273,227,12
2274,228,01
2275,228,02
2276,228,03
2277,228,04
2278,228,05
2279,228,06
2280,228,07
2281,228,08
2282,228,09
2283,228,10
2284,228,11
2285,229,01
2286,229,02
2287,229,03
2288,229,04
2289,229,05
2290,229,06
2291,229,07
2292,229,08
2293,229,09
2294,229,10
2295,229,11
2296,229,12
2297,230,01
2298,230,02
2299,230,03
2300,230,04
2301,230,05
2302,230,06
2303,230,07
2304,230,08
2305,230,09
2306,230,10
2307,230,11
2308,230,12
2309,230,13
2310,231,01
2311,231,02
2312,231,03
2313,231,04
2314,231,05
2315,231,06
2316,231,07
2317,231,08
2318,231,09
2319,231,10
2320,232,01
2321,232,02
2322,232,03
2323,232,04
2324,232,05
2325,232,06
2326,232,07
2327,232,08
2328,232,09
2329,232,10
2330,232,11
2331,233,01
2332,233,02
2333,233,03
2334,233,04
2335,233,05
2336,233,06
2337,233,07
2338,233,08
2339,233,09
2340,233,10
2341,233,11
2342,233,12
2343,234,01
2344,234,02
2345,234,03
2346,234,04
2347,234,05
2348,234,06
2349,234,07
2350,234,08
2351,234,09
2352,235,01
2353,235,02
2354,235,03
2355,235,04
2356,235,05
2357,235,06
2358,235,07
2359,235,08
2360,235,09
2361,235,10
2362,235,11
2363,235,12
2364,236,01
2365,236,02
2366,236,03
2367,236,04
2368,236,05
2369,236,06
2370,236,07
2371,236,08
2372,236,09
2373,236,10
2374,237,01
2375,237,02
2376,237,03
2377,237,04
2378,237,05
2379,237,06
2380,237,07
2381,237,08
2382,237,09
2383,238,01
2384,238,02
2385,238,03
2386,238,04
2387,238,05
2388,238,06
2389,238,07
2390,238,08
2391,238,09
2392,238,10
2393,239,01
2394,239,02
2395,239,03
2396,239,04
2397,239,05
2398,239,06
2399,239,07
2400,239,08
2401,239,09
2402,239,10
2403,239,11
2404,240,01
2405,240,02
2406,240,03
2407,240,04
2408,240,05
2409,240,06
2410,240,07
2411,241,01
2412,241,02
2413,241,03
2414,241,04
2415,241,05
2416,241,06
2417,241,07
2418,241,08
2419,241,09
2420,241,10
2421,241,11
2422,242,01
2423,242,02
2424,242,03
2425,242,04
2426,242,05
2427,242,06
2428,242,07
2429,242,08
2430,242,09
2431,242,10
2432,243,01
2433,243,02
2434,243,03
2435,243,04
2436,243,05
2437,243,06
2438,243,07
2439,243,08
2440,244,01
2441,244,02
2442,244,03
2443,244,04
2444,244,05
2445,244,06
2446,244,07
2447,244,08
2448,244,09
2449,245,01
2450,245,02
2451,245,03
2452,245,04
2453,245,05
2454,245,06
2455,245,07
2456,245,08
2457,245,09
2458,246,01
2459,246,02
2460,246,03
2461,246,04
2462,246,05
2463,246,06
2464,246,07
2465,246,08
2466,246,09
2467,246,10
2468,246,11
2469,247,01
2470,247,02
2471,247,03
2472,247,04
2473,247,05
2474,247,06
2475,247,07
2476,247,08
2477,247,09
2478,247,10
2479,247,11
2480,248,01
2481,248,02
2482,248,03
2483,248,04
2484,248,05
2485,248,06
2486,248,07
2487,248,08
2488,248,09
2489,248,10
2490,248,11
2491,249,01
2492,249,02
2493,249,03
2494,249,04
2495,249,05
2496,249,06
2497,249,07
2498,249,08
2499,249,09
2500,249,10
2501,249,11
2502,250,01
2503,250,02
2504,250,03
2505,250,04
2506,250,05
2507,250,06
2508,250,07
2509,250,08
2510,251,01
2511,251,02
2512,251,03
2513,251,04
2514,251,05
2515,251,06
2516,251,07
2517,251,08
2518,251,09
2519,251,10
2520,251,11
2521,252,01
2522,252,02
2523,252,03
2524,252,04
2525,252,05
2526,252,06
2527,252,07
2528,252,08
2529,252,09
2530,252,10
2531,253,01
2532,253,02
2533,253,03
2534,253,04
2535,253,05
2536,253,06
2537,253,07
2538,253,08
2539,253,09
2540,253,10
2541,253,11
2542,254,01
2543,254,02
2544,254,03
2545,254,04
2546,254,05
2547,254,06
2548,254,07
2549,254,08
2550,254,09
2551,254,10
2552,255,01
2553,255,02
2554,255,03
2555,255,04
2556,255,05
2557,255,06
2558,255,07
2559,255,08
2560,255,09
2561,255,10
2562,256,01
2563,256,02
2564,256,03
2565,256,04
2566,256,05
2567,256,06
2568,256,07
2569,256,08
2570,256,09
2571,256,10
2572,256,11
2573,257,01
2574,257,02
2575,257,03
2576,257,04
2577,257,05
2578,257,06
2579,257,07
2580,258,01
2581,258,02
2582,258,03
2583,258,04
2584,258,05
2585,258,06
2586,258,07
2587,258,08
2588,258,09
2589,258,10
2590,258,11
2591,259,01
2592,259,02
2593,259,03
2594,259,04
2595,259,05
2596,259,06
2597,259,07
2598,259,08
2599,259,09
2600,259,10
2601,259,11
2602,260,01
2603,260,02
2604,260,03
2605,260,04
2606,260,05
2607,260,06
2608,260,07
2609,260,08
2610,261,01
2611,261,02
2612,261,03
2613,261,04
2614,261,05
2615,261,06
2616,261,07
2617,262,01
2618,262,02
2619,262,03
2620,262,04
2621,262,05
2622,262,06
2623,262,07
2624,262,08
2625,262,09
2626,262,10
2627,263,01
2628,263,02
2629,263,03
2630,263,04
2631,263,05
2632,263,06
2633,263,07
2634,263,08
2635,263,09
2636,263,10
2637,263,11
2638,263,12
2639,263,13
2640,264,01
2641,264,02
2642,264,03
2643,264,04
2644,264,05
2645,264,06
2646,264,07
2647,264,08
2648,264,09
2649,264,10
2650,264,11
2651,264,12
2652,264,13
2653,264,14
2654,265,01
2655,265,02
2656,265,03
2657,265,04
2658,265,05
2659,265,06
2660,265,07
2661,265,08
2662,266,01
2663,266,02
2664,266,03
2665,266,04
2666,266,05
2667,266,06
2668,266,07
2669,266,08
2670,266,09
2671,266,10
2672,266,11
2673,266,12
2674,266,13
2675,267,01
2676,267,02
2677,267,03
2678,267,04
2679,267,05
2680,267,06
2681,267,07
2682,267,08
2683,267,09
2684,267,10
2685,267,11
2686,267,12
2687,267,13
2688,268,01
2689,268,02
2690,268,03
2691,268,04
2692,268,05
2693,268,06
2694,268,07
2695,268,08
2696,269,01
2697,269,02
2698,269,03
2699,269,04
2700,269,05
2701,269,06
2702,269,07
2703,269,08
2704,269,09
2705,269,10
2706,270,01
2707,270,02
2708,270,03
2709,270,04
2710,270,05
2711,270,06
2712,270,07
2713,270,08
2714,270,09
2715,270,10
2716,270,11
2717,271,01
2718,271,02
2719,271,03
2720,271,04
2721,271,05
2722,271,06
2723,271,07
2724,271,08
2725,271,09
2726,271,10
2727,271,11
2728,271,12
2729,271,13
2730,271,14
2731,272,01
2732,272,02
2733,272,03
2734,272,04
2735,272,05
2736,272,06
2737,272,07
2738,272,08
2739,272,09
2740,272,10
2741,272,11
2742,273,01
2743,273,02
2744,273,03
2745,273,04
2746,273,05
2747,273,06
2748,273,07
2749,273,08
2750,273,09
2751,273,10
2752,274,01
2753,274,02
2754,274,03
2755,274,04
2756,274,05
2757,274,06
2758,274,07
2759,274,08
2760,274,09
2761,274,10
2762,274,11
2763,274,12
2764,274,13
2765,274,14
2766,275,01
2767,275,02
2768,275,03
2769,275,04
2770,275,05
2771,275,06
2772,275,07
2773,275,08
2774,276,01
2775,276,02
2776,276,03
2777,276,04
2778,276,05
2779,276,06
2780,276,07
2781,276,08
2782,277,01
2783,277,02
2784,277,03
2785,277,04
2786,277,05
2787,277,06
2788,277,07
2789,277,08
2790,277,09
2791,278,01
2792,278,02
2793,278,03
2794,278,04
2795,278,05
2796,278,06
2797,278,07
2798,278,08
2799,278,09
2800,278,10
2801,279,01
2802,279,02
2803,279,03
2804,279,04
2805,279,05
2806,279,06
2807,279,07
2808,279,08
2809,279,09
2810,279,10
2811,280,01
2812,280,02
2813,280,03
2814,280,04
2815,280,05
2816,280,06
2817,280,07
2818,280,08
2819,280,09
2820,280,10
2821,280,11
2822,281,01
2823,281,02
2824,281,03
2825,281,04
2826,281,05
2827,281,06
2828,281,07
2829,282,01
2830,282,02
2831,282,03
2832,282,04
2833,282,05
2834,282,06
2835,282,07
2836,282,08
2837,282,09
2838,282,10
2839,283,01
2840,283,02
2841,283,03
2842,283,04
2843,283,05
2844,283,06
2845,283,07
2846,283,08
2847,283,09
2848,283,10
2849,283,11
2850,283,12
2851,283,13
2852,283,14
2853,284,01
2854,284,02
2855,284,03
2856,284,04
2857,284,05
2858,284,06
2859,284,07
2860,284,08
2861,284,09
2862,284,10
2863,284,11
2864,285,01
2865,285,02
2866,285,03
2867,285,04
2868,285,05
2869,285,06
2870,285,07
2871,285,08
2872,285,09
2873,285,10
2874,285,11
2875,285,12
2876,286,01
2877,286,02
2878,286,03
2879,286,04
2880,286,05
2881,286,06
2882,286,07
2883,286,08
2884,286,09
2885,286,10
2886,286,11
2887,286,12
2888,286,13
2889,287,01
2890,287,02
2891,287,03
2892,287,04
2893,287,05
2894,287,06
2895,287,07
2896,287,08
2897,287,09
2898,287,10
2899,287,11
2900,288,01
2901,288,02
2902,288,03
2903,288,04
2904,288,05
2905,288,06
2906,288,07
2907,288,08
2908,288,09
2909,288,10
2910,289,01
2911,289,02
2912,289,03
2913,289,04
2914,289,05
2915,289,06
2916,289,07
2917,289,08
2918,289,09
2919,289,10
2920,289,11
2921,289,12
2922,290,01
2923,290,02
2924,290,03
2925,290,04
2926,290,05
2927,290,06
2928,290,07
2929,290,08
2930,290,09
2931,290,10
2932,290,11
2933,290,12
2934,291,01
2935,291,02
2936,291,03
2937,291,04
2938,291,05
2939,291,06
2940,291,07
2941,291,08
2942,291,09
2943,291,10
2944,292,01
2945,292,02
2946,292,03
2947,292,04
2948,292,05
2949,292,06
2950,292,07
2951,292,08
2952,292,09
2953,293,01
2954,293,02
2955,293,03
2956,293,04
2957,293,05
2958,293,06
2959,293,07
2960,293,08
2961,293,09
2962,293,10
2963,293,11
2964,294,01
2965,294,02
2966,294,03
2967,294,04
2968,294,05
2969,294,06
2970,294,07
2971,294,08
2972,294,09
2973,294,10
2974,295,01
2975,295,02
2976,295,03
2977,295,04
2978,295,05
2979,295,06
2980,295,07
2981,295,08
2982,296,01
2983,296,02
2984,296,03
2985,296,04
2986,296,05
2987,296,06
2988,296,07
2989,296,08
2990,296,09
2991,296,10
2992,296,11
2993,297,01
2994,297,02
2995,297,03
2996,297,04
2997,297,05
2998,297,06
2999,297,07
3000,297,08
3001,297,09
3002,298,01
3003,298,02
3004,298,03
3005,298,04
3006,298,05
3007,298,06
3008,298,07
3009,298,08
3010,298,09
3011,298,10
3012,299,01
3013,299,02
3014,299,03
3015,299,04
3016,299,05
3017,299,06
3018,299,07
3019,299,08
3020,299,09
3021,299,10
3022,299,11
3023,300,01
3024,300,02
3025,300,03
3026,300,04
3027,300,05
3028,300,06
3029,300,07
3030,300,08
3031,300,09
3032,300,10
3033,301,01
3034,301,02
3035,301,03
3036,301,04
3037,301,05
3038,301,06
3039,301,07
3040,301,08
3041,301,09
3042,301,10
3043,302,01
3044,302,02
3045,302,03
3046,302,04
3047,302,05
3048,302,06
3049,302,07
3050,302,08
3051,302,09
3052,302,10
3053,302,11
3054,302,12
3055,303,01
3056,303,02
3057,303,03
3058,303,04
3059,303,05
3060,303,06
3061,303,07
3062,303,08
3063,303,09
3064,303,10
3065,304,01
3066,304,02
3067,304,03
3068,304,04
3069,304,05
3070,304,06
3071,304,07
3072,304,08
3073,304,09
3074,304,10
3075,305,01
3076,305,02
3077,305,03
3078,305,04
3079,305,05
3080,305,06
3081,305,07
3082,305,08
3083,305,09
3084,305,10
3085,306,01
3086,306,02
3087,306,03
3088,306,04
3089,306,05
3090,306,06
3091,306,07
3092,306,08
3093,306,09
3094,307,01
3095,307,02
3096,307,03
3097,307,04
3098,307,05
3099,307,06
3100,307,07
3101,307,08
3102,307,09
3103,308,01
3104,308,02
3105,308,03
3106,308,04
3107,308,05
3108,308,06
3109,308,07
3110,308,08
3111,308,09
3112,308,10
3113,308,11
3114,308,12
3115,308,13
3116,309,01
3117,310,01
3118,310,02
3119,310,03
3120,310,04
3121,310,05
3122,310,06
3123,310,07
3124,310,08
3125,310,09
3126,310,10
3127,310,11
3128,310,12
3129,310,13
3130,310,14
3131,311,01
3132,311,02
3133,311,03
3134,311,04
3135,311,05
3136,311,06
3137,311,07
3138,311,08
3139,311,09
3140,311,10
3141,311,11
3142,312,01
3143,312,02
3144,312,03
3145,312,04
3146,312,05
3147,312,06
3148,312,07
3149,312,08
3150,312,09
3151,312,10
3152,312,11
3153,312,12
3154,313,01
3155,313,02
3156,313,03
3157,313,04
3158,313,05
3159,313,06
3160,313,07
3161,313,08
3162,313,09
3163,313,10
3164,313,11
3165,314,01
3166,314,02
3167,314,03
3168,314,04
3169,314,05
3170,314,06
3171,314,07
3172,314,08
3173,315,01
3174,315,02
3175,315,03
3176,315,04
3177,315,05
3178,315,06
3179,315,07
3180,316,01
3181,316,02
3182,316,03
3183,316,04
3184,316,05
3185,316,06
3186,316,07
3187,316,08
3188,317,01
3189,317,02
3190,317,03
3191,317,04
3192,317,05
3193,317,06
3194,317,07
3195,317,08
3196,318,01
3197,318,02
3198,318,03
3199,318,04
3200,318,05
3201,319,01
3202,319,02
3203,319,03
3204,319,04
3205,319,05
3206,319,06
3207,319,07
3208,320,01
3209,320,02
3210,320,03
3211,320,04
3212,320,05
3213,320,06
3214,320,07
3215,320,08
3216,320,09
3217,320,10
3218,320,11
3219,321,01
3220,321,02
3221,321,03
3222,321,04
3223,321,05
3224,321,06
3225,321,07
3226,321,08
3227,321,09
3228,321,10
3229,322,01
3230,322,02
3231,322,03
3232,322,04
3233,322,05
3234,322,06
3235,322,07
3236,322,08
3237,322,09
3238,322,10
3239,322,11
3240,323,01
3241,323,02
3242,323,03
3243,323,04
3244,323,05
3245,323,06
3246,323,07
3247,323,08
3248,323,09
3249,324,01
3250,324,02
3251,324,03
3252,324,04
3253,324,05
3254,324,06
3255,324,07
3256,324,08
3257,324,09
3258,325,01
3259,325,02
3260,325,03
3261,325,04
3262,325,05
3263,325,06
3264,325,07
3265,326,01
3266,326,02
3267,326,03
3268,326,04
3269,326,05
3270,326,06
3271,326,07
3272,327,01
3273,327,02
3274,327,03
3275,327,04
3276,327,05
3277,327,06
3278,327,07
3279,327,08
3280,327,09
3281,327,10
3282,327,11
3283,327,12
3284,328,01
3285,328,02
3286,328,03
3287,328,04
3288,328,05
3289,328,06
3290,328,07
3291,328,08
3292,328,09
3293,328,10
3294,328,11
3295,329,01
3296,329,02
3297,329,03
3298,329,04
3299,329,05
3300,329,06
3301,329,07
3302,329,08
3303,329,09
3304,330,01
3305,330,02
3306,330,03
3307,330,04
3308,330,05
3309,330,06
3310,330,07
3311,330,08
3312,330,09
3313,330,10
3314,330,11
3315,330,12
3316,331,01
3317,331,02
3318,331,03
3319,331,04
3320,331,05
3321,331,06
3322,331,07
3323,331,08
3324,331,09
3325,331,10
3326,331,11
3327,331,12
3328,332,01
3329,332,02
3330,332,03
3331,332,04
3332,332,05
3333,332,06
3334,332,07
3335,332,08
3336,332,09
3337,332,10
3338,333,01
3339,333,02
3340,333,03
3341,333,04
3342,333,05
3343,333,06
3344,333,07
3345,333,08
3346,333,09
3347,333,10
3348,333,11
3349,333,12
3350,333,13
3351,334,01
3352,334,02
3353,334,03
3354,334,04
3355,334,05
3356,334,06
3357,334,07
3358,334,08
3359,334,09
3360,334,10
3361,334,11
3362,334,12
3363,334,13
3364,334,14
3365,335,01
3366,335,02
3367,335,03
3368,335,04
3369,335,05
3370,335,06
3371,335,07
3372,335,08
3373,335,09
3374,335,10
3375,335,11
3376,335,12
3377,335,13
3378,335,14
3379,336,01
3380,336,02
3381,336,03
3382,336,04
3383,336,05
3384,336,06
3385,336,07
3386,337,01
3387,337,02
3388,337,03
3389,337,04
3390,337,05
3391,337,06
3392,337,07
3393,337,08
3394,337,09
3395,337,10
3396,337,11
3397,337,12
3398,338,01
3399,338,02
3400,338,03
3401,338,04
3402,338,05
3403,338,06
3404,338,07
3405,338,08
3406,338,09
3407,338,10
3408,339,01
3409,339,02
3410,339,03
3411,339,04
3412,339,05
3413,339,06
3414,339,07
3415,339,08
3416,340,01
3417,340,02
3418,340,03
3419,340,04
3420,340,05
3421,340,06
3422,340,07
3423,340,08
3424,340,09
3425,340,10
3426,340,11
3427,340,12
3428,340,13
3429,341,01
3430,341,02
3431,341,03
3432,341,04
3433,341,05
3434,341,06
3435,341,07
3436,341,08
3437,341,09
3438,341,10
3439,341,11
3440,341,12
3441,341,13
3442,342,01
3443,342,02
3444,342,03
3445,342,04
3446,342,05
3447,342,06
3448,342,07
3449,342,08
3450,342,09
3451,343,01
3452,343,02
3453,343,03
3454,343,04
3455,343,05
3456,343,06
3457,343,07
3458,343,08
3459,343,09
3460,343,10
3461,344,01
3462,344,02
3463,344,03
3464,344,04
3465,344,05
3466,344,06
3467,344,07
3468,344,08
3469,344,09
3470,344,10
3471,344,11
3472,345,01
3473,345,02
3474,345,03
3475,345,04
3476,345,05
3477,345,06
3478,345,07
3479,345,08
3480,345,09
3481,345,10
3482,346,01
3483,346,02
3484,346,03
3485,346,04
3486,346,05
3487,346,06
3488,346,07
3489,346,08
3490,346,09
3491,346,10
3492,346,11
3493,347,01
3494,347,02
3495,347,03
3496,347,04
3497,347,05
3498,347,06
3499,347,07
3500,347,08
3501,347,09
3502,347,10
3503,347,11
3504,347,12
3505,348,01
3506,348,02
3507,348,03
3508,348,04
3509,348,05
3510,348,06
3511,348,07
3512,348,08
3513,348,09
3514,348,10
3515,348,11
3516,348,12
3517,348,13
3518,349,01
3519,349,02
3520,349,03
3521,349,04
3522,349,05
3523,349,06
3524,349,07
3525,349,08
3526,349,09
3527,349,10
3528,349,11
3529,350,01
3530,350,02
3531,350,03
3532,350,04
3533,350,05
3534,350,06
3535,350,07
3536,350,08
3537,350,09
3538,350,10
3539,350,11
3540,350,12
3541,351,01
3542,351,02
3543,351,03
3544,351,04
3545,351,05
3546,351,06
3547,351,07
3548,351,08
3549,351,09
3550,351,10
3551,351,11
3552,351,12
3553,351,13
